timestamp,request_id,user_id,component,action,input_data,output_data,duration_ms,status,error_message
2026-04-10T22:21:55.777210,078a61c3,,gui,test_answered,"{""question_num"": 1, ""selected_answer"": 2, ""is_correct"": true, ""time_spent_ms"": 24117.900133132935}",,0.00,success,
2026-04-10T22:21:57.794209,e236dbe6,,gui,question_shown,"{""question_num"": 2, ""topic"": ""Человек и общество"", ""difficulty"": ""hard""}",,0.00,success,
2026-04-10T22:22:00.585660,418d1fe9,,gui,test_answered,"{""question_num"": 2, ""selected_answer"": 1, ""is_correct"": true, ""time_spent_ms"": 28926.361322402954}",,0.00,success,
2026-04-10T22:22:02.602165,e94e4644,,gui,question_shown,"{""question_num"": 3, ""topic"": ""Человек и общество"", ""difficulty"": ""hard""}",,0.00,success,
2026-04-10T22:22:03.913592,ced237ea,,gui,test_answered,"{""question_num"": 3, ""selected_answer"": 2, ""is_correct"": true, ""time_spent_ms"": 32254.42934036255}",,0.00,success,
2026-04-10T22:22:05.922223,c599fd3d,,gui,question_shown,"{""question_num"": 4, ""topic"": ""Человек и общество"", ""difficulty"": ""hard""}",,0.00,success,
2026-04-10T22:22:08.217986,92eadb84,,gui,test_answered,"{""question_num"": 4, ""selected_answer"": 2, ""is_correct"": false, ""time_spent_ms"": 36558.51125717163}",,0.00,success,
2026-04-10T22:22:10.227225,2f866432,,gui,question_shown,"{""question_num"": 5, ""topic"": ""Человек и общество"", ""difficulty"": ""hard""}",,0.00,success,
2026-04-10T22:22:12.034215,6b05d4fb,,gui,test_answered,"{""question_num"": 5, ""selected_answer"": 1, ""is_correct"": true, ""time_spent_ms"": 40374.820947647095}",,0.00,success,
2026-04-10T22:22:14.043862,d36f7d2e,,gui,test_completed,"{""topic"": ""Человек и общество"", ""difficulty"": ""hard"", ""score"": 4, ""total"": 5, ""percentage"": 80.0, ""time_sec"": 42.319907426834106}",,0.00,success,
2026-04-10T22:22:33.040172,32af48b8,,gui,topic_selected,"{""topic"": ""Человек и общество"", ""topic_id"": 0}",,0.00,success,
2026-04-10T22:22:33.444871,5426fd93,,database,search_rag_base,"{""query"": ""Объясни тему: Человек и общество""}","{""found"": 5}",400.18,success,
2026-04-10T22:22:43.329423,ecf324a3,,llm,api_call,"{""model"": ""gpt-4o-mini"", ""prompt_len"": 2646}","{""response_len"": 1847}",9882.79,success,
2026-04-10T22:22:43.330747,f4d1cccc,,llm,generate,"{""model"": ""gpt-4o-mini"", ""prompt_length"": 2646, ""max_tokens"": 500}","{""response_length"": 1847, ""truncated_response"": ""**Главное:**\nТема \""Человек и общество\"" исследует, как люди живут вместе, взаимодействуют и влияют др""}",9884.45,success,
2026-04-10T22:22:43.331829,ea6d0e62,999999,rag,get_answer,"{""query"": ""Объясни тему: Человек и общество"", ""user_id"": 999999}","{""answer"": ""**Главное:**\nТема \""Человек и общество\"" исследует, как люди живут вместе, взаимодействуют и влияют др"", ""chunks_found"": 5}",10288.23,success,
2026-04-10T22:22:43.335795,c6461e62,,gui,topic_loaded,"{""topic"": ""Человек и общество"", ""response_time_ms"": 10288.901329040527, ""from_cache"": false, ""answer_length"": 1847}",,0.00,success,
2026-04-10T22:22:43.372998,c7958350,,gui,topic_selected,"{""topic"": ""Человек и общество"", ""topic_id"": 0}",,0.00,success,
2026-04-10T22:22:43.375723,03f65a70,999999,rag,get_answer_cached,"{""query"": ""Объясни тему: Человек и общество"", ""user_id"": 999999}","{""answer"": ""**Главное:**\nТема \""Человек и общество\"" исследует, как люди живут вместе, взаимодействуют и влияют др""}",0.32,success,
2026-04-10T22:22:43.377459,0df3f68a,,gui,topic_loaded,"{""topic"": ""Человек и общество"", ""response_time_ms"": 1.0592937469482422, ""from_cache"": true, ""answer_length"": 1847}",,0.00,success,
2026-04-10T22:22:52.824090,df87bb45,,gui,topic_selected,"{""topic"": ""Сфера духовной культуры"", ""topic_id"": 1}",,0.00,success,
2026-04-10T22:22:53.116115,e382c288,,database,search_rag_base,"{""query"": ""Объясни тему: Сфера духовной культуры""}","{""found"": 5}",288.58,success,
2026-04-10T22:23:01.848534,8dcff228,,llm,api_call,"{""model"": ""gpt-4o-mini"", ""prompt_len"": 1779}","{""response_len"": 1982}",8730.19,success,
2026-04-10T22:23:01.850005,6bf6e68e,,llm,generate,"{""model"": ""gpt-4o-mini"", ""prompt_length"": 1779, ""max_tokens"": 500}","{""response_length"": 1982, ""truncated_response"": ""### Сфера духовной культуры\n\n**Главное:** Сфера духовной культуры — это часть культуры, которая связ""}",8732.05,success,
2026-04-10T22:23:01.850693,80f6a001,999999,rag,get_answer,"{""query"": ""Объясни тему: Сфера духовной культуры"", ""user_id"": 999999}","{""answer"": ""### Сфера духовной культуры\n\n**Главное:** Сфера духовной культуры — это часть культуры, которая связ"", ""chunks_found"": 5}",9024.18,success,
2026-04-10T22:23:01.854233,5d443cdf,,gui,topic_loaded,"{""topic"": ""Сфера духовной культуры"", ""response_time_ms"": 9024.607419967651, ""from_cache"": false, ""answer_length"": 1982}",,0.00,success,
2026-04-10T22:23:26.160111,d8a3ebef,,gui,topic_selected,"{""topic"": ""Политика"", ""topic_id"": 4}",,0.00,success,
2026-04-10T22:23:26.443873,70113019,,database,search_rag_base,"{""query"": ""Объясни тему: Политика""}","{""found"": 5}",280.05,success,
2026-04-10T22:23:37.287945,a13a8b90,,llm,api_call,"{""model"": ""gpt-4o-mini"", ""prompt_len"": 2397}","{""response_len"": 2063}",10839.78,success,
2026-04-10T22:23:37.291398,edfa7799,,llm,generate,"{""model"": ""gpt-4o-mini"", ""prompt_length"": 2397, ""max_tokens"": 500}","{""response_length"": 2063, ""truncated_response"": ""### Политика\n\n**Главное:** Политика — это деятельность, связанная с управлением обществом и государс""}",10845.19,success,
2026-04-10T22:23:37.293084,82b4cc3b,999999,rag,get_answer,"{""query"": ""Объясни тему: Политика"", ""user_id"": 999999}","{""answer"": ""### Политика\n\n**Главное:** Политика — это деятельность, связанная с управлением обществом и государс"", ""chunks_found"": 5}",11130.22,success,
2026-04-10T22:23:37.301867,c126c932,,gui,topic_loaded,"{""topic"": ""Политика"", ""response_time_ms"": 11131.800413131714, ""from_cache"": false, ""answer_length"": 2063}",,0.00,success,
2026-04-10T22:23:37.329689,0c039e96,,gui,topic_selected,"{""topic"": ""Политика"", ""topic_id"": 4}",,0.00,success,
2026-04-10T22:23:37.340380,7cf06389,999999,rag,get_answer_cached,"{""query"": ""Объясни тему: Политика"", ""user_id"": 999999}","{""answer"": ""### Политика\n\n**Главное:** Политика — это деятельность, связанная с управлением обществом и государс""}",1.47,success,
2026-04-10T22:23:37.347208,9fb6d4c9,,gui,topic_loaded,"{""topic"": ""Политика"", ""response_time_ms"": 4.55474853515625, ""from_cache"": true, ""answer_length"": 2063}",,0.00,success,
2026-04-11T00:06:50.392499,53ecc242,,database,search_rag_base,"{""query"": ""человек и общество""}","{""found"": 5}",327.74,success,
2026-04-11T00:06:55.716617,92f66f1b,,llm,api_call,"{""model"": ""gpt-4o-mini"", ""prompt_len"": 2334}","{""response_len"": 1045}",5321.37,success,
2026-04-11T00:06:55.718164,0190b2a2,,llm,generate,"{""model"": ""gpt-4o-mini"", ""prompt_length"": 2334, ""max_tokens"": 2000}","{""response_length"": 1045, ""truncated_response"": ""{\n    \""questions\"": [\n        {\n            \""question\"": \""Что такое общество в узком смысле?\"",\n       ""}",5323.23,success,
2026-04-11T00:06:55.719236,3130c097,,llm,generate_questions,"{""topic"": ""человек и общество"", ""num_questions"": 2}","{""questions_count"": 2}",5324.56,success,
2026-04-11T00:06:56.066627,da497918,,database,search_rag_base,"{""query"": ""экономика""}","{""found"": 5}",345.59,success,
2026-04-11T00:07:00.328945,4d916584,,llm,api_call,"{""model"": ""gpt-4o-mini"", ""prompt_len"": 1912}","{""response_len"": 951}",4260.67,success,
2026-04-11T00:07:00.330549,9b69a4bc,,llm,generate,"{""model"": ""gpt-4o-mini"", ""prompt_length"": 1912, ""max_tokens"": 2000}","{""response_length"": 951, ""truncated_response"": ""{\n    \""questions\"": [\n        {\n            \""question\"": \""Какой из следующих видов экономических систе""}",4262.56,success,
2026-04-11T00:07:00.331934,9eb4acb7,,llm,generate_questions,"{""topic"": ""экономика"", ""num_questions"": 2}","{""questions_count"": 2}",4264.18,success,
2026-04-11T00:07:00.580383,daab1681,,database,search_rag_base,"{""query"": ""право""}","{""found"": 5}",247.05,success,
2026-04-11T00:07:09.425502,e9dd804e,,llm,api_call,"{""model"": ""gpt-4o-mini"", ""prompt_len"": 1658}","{""response_len"": 968}",8843.05,success,
2026-04-11T00:07:09.427066,589195cd,,llm,generate,"{""model"": ""gpt-4o-mini"", ""prompt_length"": 1658, ""max_tokens"": 2000}","{""response_length"": 968, ""truncated_response"": ""{\n    \""questions\"": [\n        {\n            \""question\"": \""Что такое право на труд?\"",\n            \""answ""}",8844.92,success,
2026-04-11T00:07:09.427969,9aae227c,,llm,generate_questions,"{""topic"": ""право"", ""num_questions"": 2}","{""questions_count"": 2}",8846.15,success,
2026-04-11T00:07:09.698577,e76461fe,,database,search_rag_base,"{""query"": ""политика""}","{""found"": 5}",269.34,success,
2026-04-11T00:07:12.990712,6cac0fb3,,llm,api_call,"{""model"": ""gpt-4o-mini"", ""prompt_len"": 1801}","{""response_len"": 1145}",3290.46,success,
2026-04-11T00:07:12.992089,b513b6b6,,llm,generate,"{""model"": ""gpt-4o-mini"", ""prompt_length"": 1801, ""max_tokens"": 2000}","{""response_length"": 1145, ""truncated_response"": ""{\n    \""questions\"": [\n        {\n            \""question\"": \""Какое из следующих понятий является основным""}",3292.16,success,
2026-04-11T00:07:12.993394,42eefe4e,,llm,generate_questions,"{""topic"": ""политика"", ""num_questions"": 2}","{""questions_count"": 2}",3293.64,success,
2026-04-11T00:07:13.223617,5dc09444,,database,search_rag_base,"{""query"": ""социальная сфера""}","{""found"": 5}",228.87,success,
2026-04-11T00:07:17.201091,fecf133f,,llm,api_call,"{""model"": ""gpt-4o-mini"", ""prompt_len"": 1511}","{""response_len"": 937}",3975.66,success,
2026-04-11T00:07:17.202580,6673ae58,,llm,generate,"{""model"": ""gpt-4o-mini"", ""prompt_length"": 1511, ""max_tokens"": 2000}","{""response_length"": 937, ""truncated_response"": ""{\n    \""questions\"": [\n        {\n            \""question\"": \""Что такое социальная структура общества?\"",\n ""}",3977.48,success,
2026-04-11T00:07:17.203881,334e0791,,llm,generate_questions,"{""topic"": ""социальная сфера"", ""num_questions"": 2}","{""questions_count"": 2}",3979.10,success,
2026-04-11T00:07:17.458492,a23ea5b9,,database,search_rag_base,"{""query"": ""сфера духовной культуры""}","{""found"": 5}",253.27,success,
2026-04-11T00:07:23.466138,f3a2ef32,,llm,api_call,"{""model"": ""gpt-4o-mini"", ""prompt_len"": 2019}","{""response_len"": 1111}",6005.98,success,
2026-04-11T00:07:23.467570,3123732a,,llm,generate,"{""model"": ""gpt-4o-mini"", ""prompt_length"": 2019, ""max_tokens"": 2000}","{""response_length"": 1111, ""truncated_response"": ""{\n    \""questions\"": [\n        {\n            \""question\"": \""Что такое сфера духовной культуры?\"",\n       ""}",6007.66,success,
2026-04-11T00:07:23.468734,1fb8b3e6,,llm,generate_questions,"{""topic"": ""сфера духовной культуры"", ""num_questions"": 2}","{""questions_count"": 2}",6009.07,success,
2026-04-11T00:07:23.495857,c8f34389,,gui,question_shown,"{""question_num"": 1, ""topic"": ""Все темы"", ""difficulty"": ""mixed""}",,0.00,success,
2026-04-11T00:10:22.907174,44d9abdd,,gui,test_answered,"{""question_num"": 1, ""selected_answer"": 1, ""is_correct"": false, ""time_spent_ms"": 179430.46736717224}",,0.00,success,
2026-04-11T00:10:27.922216,147ebc4b,,gui,question_shown,"{""question_num"": 2, ""topic"": ""Все темы"", ""difficulty"": ""mixed""}",,0.00,success,
2026-04-11T00:10:36.721213,6ed2a857,,gui,test_answered,"{""question_num"": 2, ""selected_answer"": 1, ""is_correct"": true, ""time_spent_ms"": 193244.47560310364}",,0.00,success,
2026-04-11T00:10:41.737421,bd4d7473,,gui,question_shown,"{""question_num"": 3, ""topic"": ""Все темы"", ""difficulty"": ""mixed""}",,0.00,success,
2026-04-11T00:10:53.777070,ac942463,,gui,test_answered,"{""question_num"": 3, ""selected_answer"": 2, ""is_correct"": true, ""time_spent_ms"": 210300.1365661621}",,0.00,success,
2026-04-11T00:10:58.787356,148926ce,,gui,question_shown,"{""question_num"": 4, ""topic"": ""Все темы"", ""difficulty"": ""mixed""}",,0.00,success,
2026-04-11T00:11:16.136758,c67e5fb0,,gui,test_answered,"{""question_num"": 4, ""selected_answer"": 2, ""is_correct"": true, ""time_spent_ms"": 232660.04395484924}",,0.00,success,
2026-04-11T00:11:21.153623,28f5ebef,,gui,question_shown,"{""question_num"": 5, ""topic"": ""Все темы"", ""difficulty"": ""mixed""}",,0.00,success,
2026-04-11T00:11:31.105067,935de7fb,,gui,test_answered,"{""question_num"": 5, ""selected_answer"": 1, ""is_correct"": true, ""time_spent_ms"": 247628.27968597412}",,0.00,success,
2026-04-11T00:11:36.116806,c89c7ba0,,gui,question_shown,"{""question_num"": 6, ""topic"": ""Все темы"", ""difficulty"": ""mixed""}",,0.00,success,
2026-04-11T00:11:45.504802,6e5f296d,,gui,test_answered,"{""question_num"": 6, ""selected_answer"": 0, ""is_correct"": true, ""time_spent_ms"": 262028.0704498291}",,0.00,success,
2026-04-11T00:11:50.510746,8767889f,,gui,question_shown,"{""question_num"": 7, ""topic"": ""Все темы"", ""difficulty"": ""mixed""}",,0.00,success,
2026-04-11T00:11:55.280292,00a597c3,,gui,test_answered,"{""question_num"": 7, ""selected_answer"": 0, ""is_correct"": true, ""time_spent_ms"": 271803.6205768585}",,0.00,success,
2026-04-11T00:12:00.285027,a58b39e4,,gui,question_shown,"{""question_num"": 8, ""topic"": ""Все темы"", ""difficulty"": ""mixed""}",,0.00,success,
2026-04-11T00:12:08.880293,db2cb6ee,,gui,test_answered,"{""question_num"": 8, ""selected_answer"": 2, ""is_correct"": true, ""time_spent_ms"": 285403.5601615906}",,0.00,success,
2026-04-11T00:12:13.890161,6c67f0fc,,gui,question_shown,"{""question_num"": 9, ""topic"": ""Все темы"", ""difficulty"": ""mixed""}",,0.00,success,
2026-04-11T00:12:22.472122,99cd9254,,gui,test_answered,"{""question_num"": 9, ""selected_answer"": 2, ""is_correct"": true, ""time_spent_ms"": 298995.3598976135}",,0.00,success,
2026-04-11T00:12:27.487028,303cae19,,gui,question_shown,"{""question_num"": 10, ""topic"": ""Все темы"", ""difficulty"": ""mixed""}",,0.00,success,
2026-04-11T00:12:39.288490,de0112a8,,gui,test_answered,"{""question_num"": 10, ""selected_answer"": 0, ""is_correct"": true, ""time_spent_ms"": 315811.6900920868}",,0.00,success,
2026-04-11T00:12:44.344042,100e7d9c,,gui,test_completed,"{""topic"": ""Все темы"", ""difficulty"": ""mixed"", ""score"": 9, ""total"": 10, ""percentage"": 90.0, ""time_sec"": 320.7357323169708}",,0.00,success,
2026-04-11T22:27:57.373305,598f2aec,,gui,topic_selected,"{""topic"": ""Человек и общество"", ""topic_id"": 0}",,0.00,success,
2026-04-11T22:27:57.722918,d8599736,,database,search_rag_base,"{""query"": ""Объясни тему: Человек и общество""}","{""found"": 5}",318.47,success,
2026-04-11T22:28:07.184502,4f7dcb8f,,llm,api_call,"{""model"": ""gpt-4o-mini"", ""prompt_len"": 2646}","{""response_len"": 1794}",9459.33,success,
2026-04-11T22:28:07.186457,07f083fc,,llm,generate,"{""model"": ""gpt-4o-mini"", ""prompt_length"": 2646, ""max_tokens"": 500}","{""response_length"": 1794, ""truncated_response"": ""**Тема: Человек и общество**\n\n**Главное:**\nЧеловек и общество - это взаимосвязь между индивидуумом и""}",9461.73,success,
2026-04-11T22:28:07.188522,fc92f595,999999,rag,get_answer,"{""query"": ""Объясни тему: Человек и общество"", ""user_id"": 999999}","{""answer"": ""**Тема: Человек и общество**\n\n**Главное:**\nЧеловек и общество - это взаимосвязь между индивидуумом и"", ""chunks_found"": 5}",9785.48,success,
2026-04-11T22:28:07.192729,6f939b6f,,gui,topic_loaded,"{""topic"": ""Человек и общество"", ""response_time_ms"": 9786.43250465393, ""from_cache"": false, ""answer_length"": 1794}",,0.00,success,
2026-04-11T22:28:19.710038,44485c3e,,gui,topic_selected,"{""topic"": ""Человек и общество"", ""topic_id"": 0}",,0.00,success,
2026-04-11T22:28:19.712999,99788214,999999,rag,get_answer_cached,"{""query"": ""Объясни тему: Человек и общество"", ""user_id"": 999999}","{""answer"": ""**Тема: Человек и общество**\n\n**Главное:**\nЧеловек и общество - это взаимосвязь между индивидуумом и""}",0.31,success,
2026-04-11T22:28:19.715923,ba0c2133,,gui,topic_loaded,"{""topic"": ""Человек и общество"", ""response_time_ms"": 1.1982917785644531, ""from_cache"": true, ""answer_length"": 1794}",,0.00,success,
2026-04-11T22:28:21.029431,a499c4d4,,gui,topic_selected,"{""topic"": ""Социальная сфера"", ""topic_id"": 3}",,0.00,success,
2026-04-11T22:28:21.272550,1ce710c0,,database,search_rag_base,"{""query"": ""Объясни тему: Социальная сфера""}","{""found"": 5}",239.51,success,
2026-04-11T22:28:28.378857,8d52dafe,,llm,api_call,"{""model"": ""gpt-4o-mini"", ""prompt_len"": 2104}","{""response_len"": 1991}",7104.24,success,
2026-04-11T22:28:28.380613,a5043445,,llm,generate,"{""model"": ""gpt-4o-mini"", ""prompt_length"": 2104, ""max_tokens"": 500}","{""response_length"": 1991, ""truncated_response"": ""**Социальная сфера** — это одна из основных частей общества, которая связана с отношениями между люд""}",7106.37,success,
2026-04-11T22:28:28.381553,735c4964,999999,rag,get_answer,"{""query"": ""Объясни тему: Социальная сфера"", ""user_id"": 999999}","{""answer"": ""**Социальная сфера** — это одна из основных частей общества, которая связана с отношениями между люд"", ""chunks_found"": 5}",7349.47,success,
2026-04-11T22:28:28.385376,52e08005,,gui,topic_loaded,"{""topic"": ""Социальная сфера"", ""response_time_ms"": 7350.47173500061, ""from_cache"": false, ""answer_length"": 1991}",,0.00,success,
2026-04-11T22:31:59.774216,fbd997ea,,gui,test_started,"{""topic"": ""Право"", ""difficulty"": ""mixed"", ""num_questions"": 5}",,0.00,success,
2026-04-11T22:32:00.162057,12b86431,,database,search_rag_base,"{""query"": ""Право""}","{""found"": 5}",384.25,success,
2026-04-11T22:32:14.999200,a7f6102e,,llm,api_call,"{""model"": ""gpt-4o-mini"", ""prompt_len"": 1712}","{""response_len"": 2158}",14834.48,success,
2026-04-11T22:32:15.001294,59a54c61,,llm,generate,"{""model"": ""gpt-4o-mini"", ""prompt_length"": 1712, ""max_tokens"": 2000}","{""response_length"": 2158, ""truncated_response"": ""{\n    \""questions\"": [\n        {\n            \""question\"": \""Что такое право?\"",\n            \""answers\"": [\""""}",14836.98,success,
2026-04-11T22:32:15.002555,866c9ddb,,llm,generate_questions,"{""topic"": ""Право"", ""num_questions"": 5}","{""questions_count"": 5}",14838.43,success,
2026-04-11T22:32:15.035470,d1211945,,gui,question_shown,"{""question_num"": 1, ""topic"": ""Право"", ""difficulty"": ""mixed""}",,0.00,success,
2026-04-11T22:33:09.406479,6d9bf26b,,gui,test_answered,"{""question_num"": 1, ""selected_answer"": 0, ""is_correct"": true, ""time_spent_ms"": 54398.2367515564}",,0.00,success,
2026-04-11T22:33:14.418681,9ccde6e3,,gui,question_shown,"{""question_num"": 2, ""topic"": ""Право"", ""difficulty"": ""mixed""}",,0.00,success,
2026-04-11T22:33:26.390721,ca0687e4,,gui,test_answered,"{""question_num"": 2, ""selected_answer"": 0, ""is_correct"": true, ""time_spent_ms"": 71382.46417045593}",,0.00,success,
2026-04-11T22:33:31.400953,946cf9e3,,gui,question_shown,"{""question_num"": 3, ""topic"": ""Право"", ""difficulty"": ""mixed""}",,0.00,success,
2026-04-11T22:33:56.766248,834b7869,,gui,test_answered,"{""question_num"": 3, ""selected_answer"": 0, ""is_correct"": true, ""time_spent_ms"": 101758.0931186676}",,0.00,success,
2026-04-11T22:34:01.784154,7eb5f521,,gui,question_shown,"{""question_num"": 4, ""topic"": ""Право"", ""difficulty"": ""mixed""}",,0.00,success,
2026-04-11T22:34:04.911140,c5367cd9,,gui,test_answered,"{""question_num"": 4, ""selected_answer"": 0, ""is_correct"": true, ""time_spent_ms"": 109902.94241905212}",,0.00,success,
2026-04-11T22:34:09.914948,d2ceea30,,gui,question_shown,"{""question_num"": 5, ""topic"": ""Право"", ""difficulty"": ""mixed""}",,0.00,success,
2026-04-11T22:34:14.430690,f8facdbe,,gui,test_answered,"{""question_num"": 5, ""selected_answer"": 1, ""is_correct"": true, ""time_spent_ms"": 119422.30129241943}",,0.00,success,
2026-04-11T22:34:19.483123,a5a8c5a8,,gui,test_completed,"{""topic"": ""Право"", ""difficulty"": ""mixed"", ""score"": 5, ""total"": 5, ""percentage"": 100.0, ""time_sec"": 124.3578507900238}",,0.00,success,
2026-04-11T22:34:24.381564,0708825e,,gui,test_started,"{""topic"": ""Право"", ""difficulty"": ""mixed"", ""num_questions"": 5}",,0.00,success,
2026-04-11T22:34:24.650690,a6c73d1a,,database,search_rag_base,"{""query"": ""Право""}","{""found"": 5}",266.10,success,
2026-04-11T22:34:36.814694,88c01104,,llm,api_call,"{""model"": ""gpt-4o-mini"", ""prompt_len"": 1712}","{""response_len"": 2461}",12161.46,success,
2026-04-11T22:34:36.816565,10a6cfab,,llm,generate,"{""model"": ""gpt-4o-mini"", ""prompt_length"": 1712, ""max_tokens"": 2000}","{""response_length"": 2461, ""truncated_response"": ""{\n    \""questions\"": [\n        {\n            \""question\"": \""Что такое право?\"",\n            \""answers\"": [\""""}",12163.69,success,
2026-04-11T22:34:36.817689,e25d6728,,llm,generate_questions,"{""topic"": ""Право"", ""num_questions"": 5}","{""questions_count"": 5}",12165.29,success,
2026-04-11T22:34:36.824747,705ed08c,,gui,question_shown,"{""question_num"": 1, ""topic"": ""Право"", ""difficulty"": ""mixed""}",,0.00,success,
2026-04-11T22:34:39.933843,d36d03e1,,gui,test_answered,"{""question_num"": 1, ""selected_answer"": 0, ""is_correct"": true, ""time_spent_ms"": 3110.313653945923}",,0.00,success,
2026-04-11T22:34:44.942052,e742022c,,gui,question_shown,"{""question_num"": 2, ""topic"": ""Право"", ""difficulty"": ""mixed""}",,0.00,success,
2026-04-11T22:34:49.822497,c7ab7abf,,gui,test_answered,"{""question_num"": 2, ""selected_answer"": 1, ""is_correct"": true, ""time_spent_ms"": 12998.700857162476}",,0.00,success,
2026-04-11T22:34:54.832872,ef6df9fa,,gui,question_shown,"{""question_num"": 3, ""topic"": ""Право"", ""difficulty"": ""mixed""}",,0.00,success,
2026-04-11T22:34:59.461936,91a85bc1,,gui,test_answered,"{""question_num"": 3, ""selected_answer"": 3, ""is_correct"": false, ""time_spent_ms"": 22638.333797454834}",,0.00,success,
2026-04-11T22:35:04.469990,84a30393,,gui,question_shown,"{""question_num"": 4, ""topic"": ""Право"", ""difficulty"": ""mixed""}",,0.00,success,
2026-04-11T22:35:19.295114,d10a61fe,,gui,test_answered,"{""question_num"": 4, ""selected_answer"": 1, ""is_correct"": false, ""time_spent_ms"": 42471.34494781494}",,0.00,success,
2026-04-11T22:35:24.300216,2b7f114a,,gui,question_shown,"{""question_num"": 5, ""topic"": ""Право"", ""difficulty"": ""mixed""}",,0.00,success,
2026-04-11T22:35:26.375416,4531c193,,gui,test_answered,"{""question_num"": 5, ""selected_answer"": 2, ""is_correct"": true, ""time_spent_ms"": 49551.23043060303}",,0.00,success,
2026-04-11T22:35:31.414444,c269ade3,,gui,test_completed,"{""topic"": ""Право"", ""difficulty"": ""mixed"", ""score"": 3, ""total"": 5, ""percentage"": 60.0, ""time_sec"": 54.5027437210083}",,0.00,success,
2026-04-11T23:31:38.575760,b0581d57,,gui,topic_selected,"{""topic"": ""Человек и общество"", ""topic_id"": 0}",,0.00,success,
2026-04-11T23:31:39.009402,57963454,,database,search_rag_base,"{""query"": ""Объясни тему: Человек и общество""}","{""found"": 5}",404.30,success,
2026-04-11T23:31:47.492366,7de542ee,,llm,api_call,"{""model"": ""gpt-4o-mini"", ""prompt_len"": 2646}","{""response_len"": 1792}",8481.26,success,
2026-04-11T23:31:47.493894,b2557f59,,llm,generate,"{""model"": ""gpt-4o-mini"", ""prompt_length"": 2646, ""max_tokens"": 500}","{""response_length"": 1792, ""truncated_response"": ""**Тема: Человек и общество**\n\n**Главное:**\nЧеловек и общество — это взаимосвязь между индивидуумом и""}",8483.11,success,
2026-04-11T23:31:47.494841,ef5c21c3,999999,rag,get_answer,"{""query"": ""Объясни тему: Человек и общество"", ""user_id"": 999999}","{""answer"": ""**Тема: Человек и общество**\n\n**Главное:**\nЧеловек и общество — это взаимосвязь между индивидуумом и"", ""chunks_found"": 5}",8890.69,success,
2026-04-11T23:31:47.499141,75d5fbc9,,gui,topic_loaded,"{""topic"": ""Человек и общество"", ""response_time_ms"": 8891.322135925293, ""from_cache"": false, ""answer_length"": 1792}",,0.00,success,
2026-04-11T23:32:34.735712,dba98a52,,gui,test_started,"{""topic"": ""Сфера духовной культуры"", ""difficulty"": ""mixed"", ""num_questions"": 5}",,0.00,success,
2026-04-11T23:32:41.599728,15e35a6d,,gui,test_started,"{""topic"": ""Сфера духовной культуры"", ""difficulty"": ""mixed"", ""num_questions"": 5}",,0.00,success,
2026-04-11T23:32:55.728236,99261dd7,,gui,test_started,"{""topic"": ""Сфера духовной культуры"", ""difficulty"": ""mixed"", ""num_questions"": 5}",,0.00,success,
2026-04-11T23:32:56.751528,19f6a0bf,,gui,test_started,"{""topic"": ""Сфера духовной культуры"", ""difficulty"": ""mixed"", ""num_questions"": 5}",,0.00,success,
2026-04-11T23:32:56.975601,bc4fced7,,gui,test_started,"{""topic"": ""Сфера духовной культуры"", ""difficulty"": ""mixed"", ""num_questions"": 5}",,0.00,success,
2026-04-11T23:33:04.583720,d49deaab,,gui,test_started,"{""topic"": ""Сфера духовной культуры"", ""difficulty"": ""mixed"", ""num_questions"": 5}",,0.00,success,
2026-04-12T00:20:55.337658,ccd0fbc6,,gui,test_started,"{""topic"": ""Человек и общество"", ""difficulty"": ""mixed"", ""num_questions"": 5}",,0.00,success,
2026-04-12T00:20:55.387116,75f413c1,,gui,question_shown,"{""question_num"": 1, ""topic"": ""Человек и общество"", ""difficulty"": ""medium""}",,0.00,success,
2026-04-12T00:21:08.809550,cc90102e,,gui,test_started,"{""topic"": ""Сфера духовной культуры"", ""difficulty"": ""mixed"", ""num_questions"": 5}",,0.00,success,
2026-04-12T00:21:08.813161,9f283f74,,gui,question_shown,"{""question_num"": 1, ""topic"": ""Сфера духовной культуры"", ""difficulty"": ""medium""}",,0.00,success,
2026-04-12T00:21:20.602820,1ccee57e,,gui,test_answered,"{""question_num"": 1, ""selected_answer"": 1, ""is_correct"": true, ""time_spent_ms"": 11791.173458099365}",,0.00,success,
2026-04-12T00:21:25.640308,a80a01b6,,gui,question_shown,"{""question_num"": 2, ""topic"": ""Сфера духовной культуры"", ""difficulty"": ""easy""}",,0.00,success,
2026-04-12T00:21:32.921550,1ad0678a,,gui,test_answered,"{""question_num"": 2, ""selected_answer"": 1, ""is_correct"": false, ""time_spent_ms"": 24110.1016998291}",,0.00,success,
2026-04-12T00:21:37.939315,2c3cf868,,gui,question_shown,"{""question_num"": 3, ""topic"": ""Сфера духовной культуры"", ""difficulty"": ""medium""}",,0.00,success,
2026-04-12T00:21:52.352299,977ac54a,,gui,question_shown,"{""question_num"": 1, ""topic"": ""Все темы"", ""difficulty"": ""easy""}",,0.00,success,
2026-04-12T00:22:07.362700,c89c232c,,gui,test_answered,"{""question_num"": 1, ""selected_answer"": 0, ""is_correct"": true, ""time_spent_ms"": 15011.983633041382}",,0.00,success,
